FileName,jsjiami_unweighted,jsjiami_jsdec,jsjiami_illu,jsjiami_sd,jsjiami_safe,jsjiami_recover_unweighted
87741.js,2.0,1.5,2.0,1.0,3.5,0.5
87950.js,1.0,0.5,1.0,1.0,2.0,0.5
88026.js,2.0,1.0,1.0,3.0,3.0,0.0
88276.js,1.0,0.5,1.0,1.0,2.0,0.5
88338.js,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
88368.js,0.09090909090909093,0.0,1.0,0.6363636363636364,-1.0,0.18181818181818185
88465.js,0.125,0.25,0.125,0.5,-1.0,0.5
88562.js,0.0,0.125,0.0,0.5,0.5,0.375
88584.js,1.0,0.5,1.0,1.0,-1.0,0.5
88669.js,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
88889.js,1.0,0.6666666666666666,1.0,0.3333333333333333,3.6666666666666665,0.0
89559.js,3.0,2.0,3.0,3.0,-1.0,0.0
90125.js,3.0,2.0,3.0,3.0,5.0,0.0
95121.js,2.0,1.0,2.0,3.0,-1.0,0.0
95177.js,2.0,1.0,2.0,3.0,-1.0,0.0
95188.js,2.0,1.0,2.0,3.0,3.0,0.0
95192.js,2.0,1.0,2.0,3.0,3.0,0.0
95219.js,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
95239.js,2.0,1.0,2.0,3.0,-1.0,0.0
95281.js,2.0,1.0,2.0,3.0,3.0,0.0
95304.js,2.0,1.0,2.0,3.0,-1.0,0.0
95405.js,2.0,1.0,2.0,3.0,3.0,0.0
95435.js,2.0,1.0,2.0,3.0,3.0,0.0
95511.js,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.7647058823529411,0.4117647058823529,0.4705882352941176
95523.js,0.2631578947368421,0.3157894736842105,1.0,0.7894736842105263,0.10526315789473684,0.42105263157894735
95572.js,3.0,2.0,3.0,3.0,5.0,0.0
95768.js,2.0,1.0,2.0,3.0,3.0,0.0
9587.js,0.25,0.0,0.25,0.0,0.5,0.75
95904.js,2.0,1.0,1.0,3.0,-1.0,0.0
95931.js,1.5,1.0,1.5,1.0,2.5,1.0
9627.js,2.0,1.5,2.0,1.0,1.5,0.0
96273.js,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.42857142857142855,-1.0,0.5714285714285714
96286.js,0.2,0.0,0.4,0.2,1.0,0.4
9633.js,3.0,2.0,3.0,3.0,5.0,0.0
96349.js,0.5,0.25,0.75,0.0,1.5,0.5
96402.js,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.7777777777777778
96412.js,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,1.1666666666666667,0.5
96628.js,0.0,0.16666666666666666,1.0,0.3333333333333333,-1.0,0.5
96629.js,0.7909090909090909,0.8,1.0,0.9636363636363636,-1.0,0.8181818181818182
96632.js,2.0,1.0,2.0,3.0,3.0,0.0
96992.js,0.75,0.5,1.0,0.0,-1.0,0.0
97008.js,0.7333333333333333,0.7666666666666667,0.36666666666666653,0.8666666666666667,-1.0,0.8333333333333334
99502.js,1.0,0.5,1.0,1.0,2.0,0.5
9958.js,3.0,2.0,3.0,3.0,5.0,0.0
