FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted_old,jsjiami_recover_unweighted,,,
54129.js,1,0.4375,0.125,0.125,,,
5431.js,1,0.756097561,0.707317073,0.707317073,,,
54354.js,1,0.9,0.4,0.5,,,
5449.js,1,4,1,1,,,
54815.js,1,1.6,0.6,0.6,,,
54874.js,1,0.9,0.5,0.4,,,
55065.js,1,1.666666667,1,1,,,
55073.js,1,1.375,0.875,0.875,,,
5525.js,1,0.933333333,0.6,0.666666667,,,
55287.js,1,0.9,0.5,0.5,,,
55289.js,1,1.6,0.6,0.6,,,
55350.js,1,1.2,0.7,0.8,,,
55447.js,1,0.538461538,0.435897436,0.435897436,,,
55483.js,1,1.285714286,0.714285714,0.714285714,,,
55560.js,1,0.818181818,0.454545455,0.363636364,,,
55570.js,1,1,0.555555556,0.444444444,,,
5565.js,1,2,1,1,,,
55685.js,1,0.43902439,0.390243902,0.390243902,,,
55725.js,1,1,0.285714286,0.428571429,,,
55733.js,1,0.785714286,0.5,0.5,,,
55856.js,1,1.1,0.7,0.7,,,
56047.js,1,1.083333333,0.75,0.666666667,,,
56167.js,1,1.166666667,0.333333333,0.333333333,,,
56216.js,1,1.222222222,0.777777778,0.777777778,,,
5623.js,1,0.466666667,0.133333333,0.133333333,,,
56348.js,1,1.166666667,0.833333333,0.833333333,,,
56372.js,1,1.166666667,0.5,0.5,,,
56410.js,1,0.909090909,0.545454545,0.545454545,,,
56418.js,1,1,0.666666667,0.583333333,,,
5646.js,1,2.333333333,1,0.666666667,,,
56467.js,1,0.8125,0.5625,0.5625,,,
56478.js,1,0.205479452,0.150684932,0.136986301,,,
56487.js,1,0.692307692,0.384615385,0.307692308,,,
5649.js,1,0.7,0.3,0.3,,,
56547.js,1,1.333333333,0.888888889,0.888888889,,,
56601.js,1,1,0.5,0.5,,,
56727.js,1,1.75,0.75,0.75,,,
56892.js,1,2,0.333333333,0.666666667,,,
56923.js,1,0.75,0.55,0.55,,,
57025.js,1,3,0.5,0.5,,,
5711.js,1,0.5,0.25,0.166666667,,,
57194.js,1,2,0.666666667,1,,,
57223.js,1,0.538461538,0.230769231,0.230769231,,,
57426.js,1,1.4,0.8,1,,,
57449.js,1,2,0.5,0.5,,,
57455.js,1,2,0.5,0.5,,,
57567.js,1,1,0,0,,,
5758.js,1,0.75,0.25,0.25,,,
57583.js,1,0.333333333,0.185185185,0.185185185,,,
57617.js,1,2.333333333,1.333333333,1,,,
57698.js,1,1.5,0.666666667,0.833333333,,,
5784.js,1,1.285714286,0.857142857,0.857142857,,,
57951.js,1,1,0.444444444,0.555555556,,,
57964.js,1,0.727272727,0.363636364,0.272727273,,,
58229.js,1,1.285714286,0.857142857,1,,,
58294.js,1,2,1.333333333,1.333333333,,,
58412.js,1,1.142857143,0.571428571,0.571428571,,,
58487.js,1,0.533333333,0.266666667,0.266666667,,,
58550.js,1,1.1,0.9,0.9,,,
58570.js,1,2,1.333333333,1,,,
58616.js,1,0.875,0.625,0.5,,,
58645.js,1,1.2,0.8,0.6,,,
58685.js,1,0.511111111,0.466666667,0.466666667,,,
5888.js,1,4,1,1,,,
59012.js,1,0.857142857,0.428571429,0.428571429,,,
5905.js,1,4,1,1,,,
59075.js,1,1.4,0.8,0.6,,,
59093.js,1,2,0.5,0.5,,,
59099.js,1,2.333333333,1.333333333,1,,,
59106.js,1,0.647058824,0.529411765,0.529411765,,,
59117.js,1,1.083333333,0.833333333,0.916666667,,,
59156.js,1,2,1,0.666666667,,,
59164.js,1,1,0.5,0.333333333,,,
59167.js,1,0.823529412,0.705882353,0.705882353,,,
59261.js,1,0.727272727,0.545454545,0.545454545,,,
59294.js,1,2,1,1.25,,,
59296.js,1,1.1,0.8,0.8,,,
59309.js,1,1.285714286,1,1,,,
59540.js,1,1,0.6,0.6,,,
59730.js,1,1.166666667,0.666666667,0.166666667,,,
59875.js,1,2.5,0,0,,,
6010.js,1,4,1,1,,,
6014.js,1,4,1,1,,,
60275.js,1,1.25,0.5,0.25,,,
60326.js,1,2.5,0,0,,,
60393.js,1,1.285714286,0.714285714,0.857142857,,,
60544.js,1,1,0.333333333,0.333333333,,,
60633.js,1,0.722222222,0.555555556,0.555555556,,,
60774.js,1,1.5,1.166666667,1.166666667,,,
60820.js,1,2,0.5,0.5,,,
60881.js,1,0.75,0.5,0.416666667,,,
60966.js,1,1.142857143,0.857142857,0.714285714,,,
61006.js,1,1.5,0.5,0.5,,,
61022.js,1,1,0.333333333,0.333333333,,,
61136.js,1,3,1,1,,,
61201.js,1,0.857142857,0.428571429,0.428571429,,,
61344.js,1,1,1,1,,,
61443.js,1,0.8,0.6,0.6,,,
61603.js,0.857142857,1.285714286,0.571428571,0.571428571,,,
6162.js,1,3,1,1,,,
61642.js,1,0.5,0.125,0.125,,,
61708.js,1,0.833333333,0.166666667,0.166666667,,,
61733.js,1,2.5,0.5,0.5,,,
61748.js,1,2.5,0,1,,,
6175.js,1,2.5,0,0,,,
61757.js,1,1.2,0.4,0.6,,,
61844.js,1,1.75,1,0,,,
61902.js,1,0.315789474,0.157894737,0.105263158,,,
61980.js,1,0.764705882,0.705882353,0.705882353,,,
61999.js,1,0.75,0.416666667,0.5,,,
62048.js,1,1.2,0.6,0.6,,,
62225.js,1,1.5,0.5,0.5,,,
62277.js,1,1,0.333333333,0.333333333,,,
6233.js,1,4,1,1,,,
62368.js,1,1,1,1,,,
62461.js,0.75,1.75,0.25,0.25,,,
62479.js,1,0.34375,0.25,0.25,,,
62696.js,1,0.625,0.125,0.125,,,
62703.js,1,0.8,0.5,0.5,,,
62758.js,1,0.125,0.053571429,0.071428571,,,
6279.js,1,3,1,1,,,
62860.js,1,1,0.25,0.25,,,
62914.js,1,0.428571429,0.285714286,0.285714286,,,
62961.js,1,2,0.5,0.5,,,
62996.js,1,0.727272727,0.454545455,0.545454545,,,
63048.js,1,1.6,0.2,0.2,,,
63067.js,1,1.428571429,1,0.857142857,,,
63121.js,1,1.375,0.5,0.625,,,
63155.js,1,1,0.75,0.75,,,
63163.js,1,1,0.25,0.25,,,
63189.js,1,2.5,1,1,,,
6329.js,1,3,1,1,,,
63301.js,1,3,1,1,,,
63316.js,0.75,2,1,1.25,,,
634.js,1,4,1,1,,,
63436.js,1,1.2,0.6,0.4,,,
63481.js,0.666666667,2,1,0,,,
63520.js,1,0.15,0.05,0.05,,,
63540.js,1,0.412037037,0.398148148,0.398148148,,,
63628.js,1,0.588235294,0.294117647,0.352941176,,,
63663.js,1,0.333333333,0.111111111,0.111111111,,,
63674.js,1,0.442060086,0.429184549,0.424892704,,,
63698.js,1,0.285714286,0.214285714,0.214285714,,,
6370.js,1,4,1,1,,,
63735.js,1,1.5,0.5,0.75,,,
63757.js,1,0.666666667,0.416666667,0.416666667,,,
63886.js,1,2,0.5,0.5,,,
63991.js,1,0.818181818,0.545454545,0.545454545,,,
64206.js,1,2.5,0,1,,,
6422.js,1,4,1,1,,,
64381.js,1,1.75,1,0.25,,,
64405.js,1,1,0,0,,,
64486.js,1,1.6,0.6,1.2,,,
64731.js,1,2.333333333,1,1.333333333,,,
6476.js,1,4,1,1,,,
64890.js,1,1.125,0.75,0.75,,,
64988.js,1,1.090909091,0.727272727,0.818181818,,,
6500.js,1,2.5,1,0,,,
65036.js,0.939393939,0.454545455,0.393939394,0.393939394,,,
65052.js,1,0.769230769,0.615384615,0.615384615,,,
65083.js,1,1.25,0.875,1,,,
65192.js,1,1,0.714285714,0.571428571,,,
65219.js,1,1.083333333,0.083333333,1,,,
65234.js,1,1.111111111,0.666666667,0.666666667,,,
65267.js,1,0.8,0.6,0.6,,,
65290.js,1,1.6,1.2,1,,,
65321.js,1,0.583333333,0.416666667,0.416666667,,,
65545.js,1,1.2,0.4,0.6,,,
6566.js,1,3,1,1,,,
65663.js,1,0.357142857,0.214285714,0.214285714,,,
65828.js,1,3,1,1,,,
6586.js,1,3,1,1,,,
65949.js,1,2,1,1,,,
66144.js,1,3,1.5,1,,,
66199.js,1,0.583333333,0.166666667,0.25,,,
66225.js,1,0.833333333,0.5,0.5,,,
66260.js,1,0.5,0.388888889,0.388888889,,,
66323.js,1,1.333333333,0.888888889,0.888888889,,,
66363.js,1,1.428571429,0.714285714,0.857142857,,,
66365.js,1,1.4,0.6,0.6,,,
66377.js,1,1.5,0.833333333,0.666666667,,,
66394.js,1,2,0.75,1,,,
66399.js,1,1.75,0.25,1.25,,,
66479.js,1,3,1,0.5,,,
66502.js,1,3,1,0.5,,,
66894.js,1,4,1,1,,,
67717.js,1,3,1,1,,,
67724.js,1,4,1,1,,,
67737.js,1,2,0.5,0.5,,,
67894.js,1,3,1.5,1.5,,,
67918.js,1,3,1.5,1,,,
68040.js,1,1.333333333,0.333333333,0.333333333,,,
6806.js,1,1,0.571428571,0.571428571,,,
68139.js,1,3,1,1,,,
68297.js,1,4,1,1,,,
68647.js,1,0.333333333,0.083333333,0.083333333,,,
68706.js,1,2,0.5,0.5,,,
68856.js,1,2.5,0,1.5,,,
69433.js,1,4,1,1,,,
69578.js,1,1.333333333,0.333333333,0.333333333,,,
69705.js,1,3,1,1,,,
69826.js,1,4,1,1,,,
70158.js,1,4,1,1,,,
70346.js,1,1.2,0.6,0.6,,,
70353.js,1,4,1,1,,,
70745.js,1,4,1,1,,,
70748.js,1,4,1,1,,,
7091.js,0.5,2.5,0,1,,,
71056.js,1,4,1,1,,,
7124.js,1,1.142857143,0.714285714,0.714285714,,,
71310.js,1,3,1,1,,,
71371.js,1,4,1,1,,,
7156.js,1,4,1,1,,,
7167.js,1,4,1,1,,,
71716.js,1,1.210526316,1.052631579,1,,,
71739.js,1,4,1,1,,,
71855.js,1,2,1,1,,,
72068.js,1,2,0.5,0.5,,,
72137.js,1,0.571428571,0.285714286,0.285714286,,,
72227.js,1,0.894736842,0.789473684,0.789473684,,,
72273.js,1,0.470588235,0.235294118,0.176470588,,,
72470.js,1,2.333333333,1,1,,,
72620.js,1,4,1,1,,,
72841.js,1,2,0.75,1,,,
72930.js,1,4,1,1,,,
72949.js,1,2,0.5,0.5,,,
72951.js,1,4,1,1,,,
72989.js,1,4,1,1,,,
73243.js,1,2,0.666666667,1,,,
73244.js,1,1.5,0.5,0.75,,,
7325.js,1,2,0.666666667,0.666666667,,,
73432.js,1,3,1,1,,,
73442.js,1,2,0.5,0.5,,,
73506.js,1,2.5,1,1.5,,,
738.js,1,2,1,1.333333333,,,
74079.js,0.5,2.5,0,0,,,
74119.js,0.5,2.5,0,1,,,
74363.js,1,1.142857143,0.714285714,0.571428571,,,
77100.js,0.5,2.5,0,0,,,
7745.js,1,1,0.692307692,0.769230769,,,
7775.js,1,4,1,1,,,
79736.js,1,4,1,1,,,
79754.js,1,0.991631799,0.974895397,0.974895397,,,
79783.js,1,1.4,0.6,0.8,,,
79806.js,1,1.083333333,0.666666667,0.75,,,
79827.js,1,1.428571429,0.857142857,0.857142857,,,
79855.js,1,0.444444444,0.277777778,0.222222222,,,
79897.js,1,1.25,0.875,0.875,,,
79935.js,1,1.25,0.875,0.75,,,
79940.js,1,3,1,0.5,,,
80024.js,1,4,1,1,,,
80045.js,1,0.672566372,0.660766962,0.660766962,,,
80055.js,1,1.1,0.7,0.6,,,
80121.js,1,2,1,0.666666667,,,
80761.js,1,3,1.5,1,,,
80781.js,1,2,0.666666667,0.666666667,,,
81210.js,1,1.2,0.2,0.2,,,
81329.js,1,0.7,0.3,0.3,,,
81381.js,1,0.666666667,0.222222222,0.222222222,,,
81439.js,1,1.5,0.75,0.75,,,
81520.js,1,1.2,0.4,0.4,,,
81524.js,1,1,0.333333333,0.5,,,
81531.js,1,0.666666667,0.333333333,0.333333333,,,
81543.js,1,0.6,0.2,0.3,,,
81582.js,1,1.5,0.75,0.75,,,
81583.js,1,3,1.5,1.5,,,
82079.js,1,0.857142857,0.285714286,0.428571429,,,
82121.js,1,1.2,0.4,0.4,,,
82363.js,1,0.857142857,0.428571429,0.428571429,,,
82367.js,1,1.2,0.6,0.6,,,
82430.js,1,0.857142857,0.428571429,0.285714286,,,
82492.js,1,0.75,0.25,0.375,,,
82510.js,1,0.857142857,0.285714286,0.428571429,,,
82540.js,1,1.2,0.6,0.4,,,
82642.js,1,1,0.5,0.333333333,,,
82701.js,1,0.875,0.5,0.375,,,
82739.js,1,0.5,0.214285714,0.214285714,,,
82803.js,1,3,0.5,1,,,
82835.js,1,3,1,1,,,
82848.js,1,2,0.333333333,0.666666667,,,
82877.js,1,3,1,1,,,
82921.js,1,1.8,0.8,0.8,,,
82945.js,1,2.333333333,0.666666667,1,,,
82951.js,1,3,0.5,1,,,
82964.js,1,3,0.5,1,,,
83022.js,1,2.333333333,1,1,,,
83042.js,1,2.5,1,0.5,,,
83089.js,1,1.75,0.5,0.5,,,
83096.js,1,0.818181818,0.454545455,0.454545455,,,
83152.js,1,3,0.5,0.5,,,
83154.js,1,3,1,0.5,,,
83197.js,1,3,1,1,,,
83217.js,1,3,0.5,0.5,,,
83287.js,1,3,0.5,1,,,
83302.js,1,3,0.5,0.5,,,
83401.js,1,3,0.5,1,,,
83433.js,1,3,1,1,,,
83466.js,1,3,1,0.5,,,
83488.js,1,3,0.5,0.5,,,
83510.js,1,3,1,0.5,,,
83524.js,1,3,1,0.5,,,
83553.js,1,3,1,0.5,,,
83582.js,1,3,1,1,,,
83602.js,1,3,1,0.5,,,
83628.js,1,3,0.5,0.5,,,
83697.js,1,3,0.5,1,,,
83708.js,1,3,1,0.5,,,
83724.js,1,3,1,0.5,,,
83803.js,1,3,0.5,0.5,,,
83869.js,1,1.090909091,0.727272727,0.727272727,,,
83881.js,1,1.6,1,1,,,
83941.js,1,2.5,0.5,1,,,
84008.js,1,1.75,0.75,0.5,,,
84067.js,1,0.6,0.266666667,0.333333333,,,
84075.js,1,2,0.666666667,0.666666667,,,
84248.js,1,0.306122449,0.244897959,0.224489796,,,
84253.js,1,0.306122449,0.244897959,0.244897959,,,
84651.js,1,3,1,1,,,
84966.js,1,0.909090909,0.545454545,0.545454545,,,
84997.js,1,1.75,0.75,0.75,,,
85263.js,1,2.5,0.5,1,,,
85375.js,1,0.333333333,0.111111111,0.166666667,,,
85565.js,1,0.857142857,0.428571429,0.285714286,,,
85601.js,1,1,0.5,0.333333333,,,
85630.js,1,3,1.5,0.5,,,
85675.js,1,3,1,1,,,
85769.js,1,2,0.666666667,1,,,
85776.js,1,2,0.666666667,0.333333333,,,
85945.js,1,1.666666667,0.333333333,0.666666667,,,
86050.js,1,1.2,0.4,0.6,,,
86052.js,1,2,0.666666667,0.666666667,,,
86060.js,1,0.666666667,0.333333333,0.333333333,,,
86065.js,1,1.2,0.4,0.6,,,
86142.js,1,0.666666667,0.222222222,0.222222222,,,
86222.js,1,0.375,0.125,0.125,,,
86243.js,1,0.5,0.25,0.166666667,,,
86282.js,1,0.857142857,0.285714286,0.428571429,,,
86298.js,1,2,1,1,,,
86313.js,1,0.461538462,0.153846154,0.230769231,,,
86374.js,1,3,1.5,1,,,
86416.js,1,2,0.666666667,1,,,
86436.js,1,3,1,1.5,,,
86441.js,1,2.5,0.5,1.5,,,
86484.js,1,2,0.666666667,1,,,
86504.js,1,3,1,1,,,
86507.js,1,3,1.5,1,,,
86511.js,1,1.666666667,0.333333333,0.666666667,,,
86550.js,1,1.125,0.75,0.75,,,
86633.js,1,0.6,0.2,0.3,,,
86715.js,1,3,1.5,1,,,
86735.js,1,1.5,0.75,0.5,,,
86737.js,1,3,1.5,1.5,,,
86832.js,1,0.75,0.25,0.25,,,
86834.js,1,0.1875,0.0625,0.09375,,,
8684.js,1,4,1,1,,,
86904.js,1,0.166666667,0.083333333,0.083333333,,,
86969.js,1,1.333333333,0.833333333,0.833333333,,,
87389.js,1,4,1,1,,,
87524.js,1,1.5,0.833333333,0.833333333,,,
87741.js,1,3,1,1.5,,,
87950.js,1,2,0.5,0.5,,,
88026.js,1,3,1,1,,,
88276.js,1,2,0.5,0.5,,,
88338.js,1,1.333333333,0.333333333,0.333333333,,,
88368.js,1,1.090909091,0.818181818,0.818181818,,,
88465.js,1,0.875,0.5,0.5,,,
88546.js,1,4,1,1,,,
88562.js,1,1,0.5,0.625,,,
88593.js,1,1.166666667,0.666666667,0.666666667,,,
88669.js,1,1.333333333,0.333333333,0.333333333,,,
88889.js,1,2,1,1,,,
8919.js,1,3,1,1,,,
89559.js,1,4,1,1,,,
90125.js,1,4,1,1,,,
90423.js,1,3,1.5,1,,,
90882.js,1,0.769230769,0.653846154,0.653846154,,,
90957.js,1,1.6,1,0.8,,,
90997.js,1,3,1.5,1.5,,,
91037.js,1,1.1,0.9,0.9,,,
91446.js,1,2,1,1,,,
91641.js,1,0.9,0.6,0.6,,,
91654.js,1,0.727272727,0.363636364,0.454545455,,,
91677.js,1,1.2,0.6,0.6,,,
92077.js,1,1.8,0.8,1,,,
92320.js,1,2.333333333,1,0.666666667,,,
92366.js,1,0.5,0.214285714,0.142857143,,,
92546.js,1,1.142857143,0.571428571,0.428571429,,,
93418.js,1,0.315789474,0.157894737,0.210526316,,,
93597.js,1,4,1,1,,,
93824.js,1,0.146341463,0.048780488,0.048780488,,,
93974.js,1,0.545454545,0.363636364,0.272727273,,,
93975.js,1,0.6,0.4,0.4,,,
93979.js,1,0.666666667,0.444444444,0.333333333,,,
94051.js,1,0.111111111,0.055555556,0.074074074,,,
94154.js,1,3,1,1,,,
94197.js,1,1.166666667,0.5,0.666666667,,,
94320.js,1,3,1,1,,,
94926.js,1,1.6,0.8,1,,,
94937.js,1,0.857142857,0.428571429,0.285714286,,,
95121.js,1,3,1,1,,,
95176.js,1,1,1,1,,,
95177.js,1,3,1,1,,,
95188.js,1,3,1,1,,,
95192.js,1,3,1,1,,,
95219.js,1,2,0.333333333,0.333333333,,,
95239.js,1,3,1,1,,,
95281.js,1,3,1,1,,,
95304.js,1,3,1,1,,,
95405.js,1,3,1,1,,,
95435.js,1,3,1,1,,,
95511.js,1,0.705882353,0.529411765,0.529411765,,,
95523.js,1,0.736842105,0.526315789,0.578947368,,,
95572.js,1,4,1,1,,,
95679.js,1,3,1,1,,,
95694.js,1,3,1,1,,,
95721.js,1,3,1,1,,,
95745.js,1,3,1,1,,,
95768.js,1,3,1,1,,,
9587.js,1,1.25,0.25,0.25,,,
95904.js,1,3,1,1,,,
95931.js,1,2.5,1,0,,,
95998.js,1,1.222222222,0.666666667,0.777777778,,,
96010.js,1,1.666666667,1,1,,,
96081.js,1,0.060606061,0.015151515,0.015151515,,,
96123.js,1,0.714285714,0.428571429,0.428571429,,,
9627.js,1,3,1,1,,,
96273.js,1,0.857142857,0.285714286,0.428571429,,,
96286.js,1,1.2,0.4,0.6,,,
9633.js,1,4,1,1,,,
96349.js,1,1.5,0.75,0.5,,,
96402.js,1,0.666666667,0.333333333,0.222222222,,,
96412.js,1,1,0.5,0.5,,,
96460.js,1,1.6,0.6,0.8,,,
96628.js,1,1,0.5,0.5,,,
96629.js,1,0.209090909,0.181818182,0.181818182,,,
96632.js,1,3,1,1,,,
96733.js,1,1,1,1,,,
96992.js,1,1.75,1,1,,,
97008.js,1,0.266666667,0.133333333,0.166666667,,,
97015.js,1,3,1,1,,,
97018.js,1,0.923076923,0.615384615,0.538461538,,,
97023.js,1,1.142857143,0.714285714,0.714285714,,,
97154.js,1,3,1,0.5,,,
97238.js,1,0.7,0.3,0.2,,,
97844.js,1,1.75,1,1,,,
97865.js,1,1.25,0.75,0.75,,,
97887.js,1,1.428571429,0.857142857,0.714285714,,,
