FileName,rename_unweighted,jsjiami_unweighted,jsjiami_recover_unweighted,,,
5191.js,0,1.5,0,,,
51915.js,0,3,0,,,
51925.js,0,3,0,,,
51930.js,0,3,0,,,
52115.js,0,3,0,,,
5217.js,0,1,0,,,
52191.js,0,3,0,,,
52286.js,0,3,0,,,
52340.js,0,3,0,,,
52423.js,0,3,0,,,
5246.js,0,0.3,0,,,
52943.js,0,0.6,0,,,
53065.js,0,3,0,,,
53620.js,0,0.6,0,,,
53628.js,0,0.214285714,0,,,
53659.js,0,0.3,0,,,
53667.js,0,0.230769231,0,,,
53673.js,0,0.6,0,,,
53701.js,0,0.428571429,0,,,
53741.js,0,0.333333333,0,,,
53980.js,0,0.333333333,0,,,
54129.js,0,0.1875,0,,,
54354.js,0,0.3,0,,,
54409.js,0,0.230769231,0,,,
54693.js,0,0.428571429,0,,,
54815.js,0,0.6,0,,,
54985.js,0,0.3,0,,,
55287.js,0,0.3,0,,,
55447.js,0,0.076923077,0,,,
55460.js,0,0.375,0,,,
55570.js,0,0.333333333,0,,,
5565.js,0,1,0,,,
55685.js,0,0.036585366,0,,,
55856.js,0,0.3,0,,,
55876.js,0,0.3,0,,,
55879.js,0,0.375,0,,,
56064.js,0,0.25,0,,,
56095.js,0,0.3,0,,,
56372.js,0,0.5,0,,,
56410.js,0,0.272727273,0,,,
57025.js,0,1.5,0,,,
57449.js,0,1.5,0,,,
57583.js,0,0.111111111,0,,,
57591.js,0,0.75,0,,,
57698.js,0,0.5,0,,,
58229.js,0,0.428571429,0,,,
58550.js,0,0.3,0,,,
58570.js,0,1,0,,,
58685.js,0,0.066666667,0,,,
58800.js,0,0.3,0,,,
58819.js,0,3,0,,,
58829.js,0,1,0,,,
58867.js,0,0.058823529,0,,,
58897.js,0,0.3,0,,,
59029.js,0,0.6,0,,,
59093.js,0,1.5,0,,,
59099.js,0,1,0,,,
59309.js,0,0.428571429,0,,,
59383.js,0,0.6,0,,,
59534.js,0,3,0,,,
59559.js,0,3,0,,,
6010.js,0,3,0,,,
60326.js,0,1.5,0,,,
60393.js,0,0.428571429,0,,,
60820.js,0,1.5,0,,,
61022.js,0,1,0,,,
61201.js,0,0.428571429,0,,,
61443.js,0,0.2,0,,,
61535.js,0,1.5,0,,,
61596.js,0,0.428571429,0,,,
61603.js,0.142857143,0.428571429,0,,,
61642.js,0,0.375,0,,,
61757.js,0,0.6,0,,,
61902.js,0,0.157894737,0,,,
61999.js,0,0.25,0,,,
62048.js,0,0.6,0,,,
62461.js,0.25,0.75,0,,,
62519.js,0,0.428571429,0,,,
62758.js,0,0.053571429,0,,,
6279.js,0,3,0,,,
62802.js,0,0.25,0,,,
63048.js,0,0.6,0,,,
63155.js,0,0.375,0,,,
63225.js,0,1,0,,,
634.js,0,3,0,,,
63457.js,0,0.375,0,,,
63628.js,0,0.176470588,0,,,
6370.js,0,3,0,,,
63757.js,0,0.25,0,,,
64206.js,0,1.5,0,,,
6422.js,0,3,0,,,
64731.js,0,1,0,,,
65321.js,0,0.25,0,,,
66225.js,0,0.25,0,,,
66377.js,0,0.5,0,,,
66394.js,0,0.75,0,,,
66945.js,0,3,0,,,
67353.js,0,3,0,,,
67476.js,0,1.5,0,,,
67544.js,0,1.5,0,,,
67717.js,0,3,0,,,
67918.js,0,1.5,0,,,
67961.js,0,0.5,0,,,
67981.js,0,1.5,0,,,
6806.js,0,0.428571429,0,,,
68706.js,0,1.5,0,,,
68856.js,0,1.5,0,,,
69198.js,0,1.5,0,,,
69216.js,0,3,0,,,
69246.js,0,3,0,,,
69472.js,0,3,0,,,
69578.js,0,1,0,,,
69635.js,0,1.5,0,,,
69705.js,0,3,0,,,
70353.js,0,3,0,,,
70748.js,0,3,0,,,
70775.js,0,3,0,,,
70848.js,0,1.5,0,,,
71032.js,0,3,0,,,
71688.js,0,0.428571429,0,,,
71716.js,0,0.157894737,0,,,
71738.js,0,1.5,0,,,
71744.js,0,3,0,,,
72068.js,0,1.5,0,,,
72259.js,0,0.5,0,,,
72470.js,0,1,0,,,
72581.js,0,0.428571429,0,,,
73103.js,0,0.6,0,,,
73109.js,0,0.6,0,,,
73132.js,0,0.6,0,,,
73187.js,0,1,0,,,
73243.js,0,1,0,,,
7325.js,0,1,0,,,
73300.js,0,3,0,,,
73442.js,0,1.5,0,,,
7745.js,0,0.230769231,0,,,
78018.js,0,0.166666667,0,,,
78361.js,0,0.166666667,0,,,
78393.js,0,0.166666667,0,,,
78604.js,0,0.166666667,0,,,
78626.js,0,0.166666667,0,,,
78937.js,0,0.166666667,0,,,
79119.js,0,0.166666667,0,,,
79406.js,0,0.166666667,0,,,
79496.js,0,0.166666667,0,,,
79644.js,0,3,0,,,
79783.js,0,0.6,0,,,
79806.js,0,0.25,0,,,
79827.js,0,0.428571429,0,,,
80041.js,0,1.5,0,,,
80121.js,0,1,0,,,
80761.js,0,1.5,0,,,
81381.js,0,0.333333333,0,,,
81439.js,0,0.75,0,,,
81680.js,0,0.5,0,,,
81791.js,0,1.5,0,,,
8184.js,0,3,0,,,
81895.js,0,1,0,,,
81923.js,0,0.5,0,,,
81975.js,0,1.5,0,,,
82065.js,0,1.5,0,,,
82121.js,0,0.6,0,,,
82246.js,0,0.75,0,,,
82951.js,0,1.5,0,,,
83042.js,0,1.5,0,,,
83154.js,0,1.5,0,,,
83287.js,0,1.5,0,,,
83510.js,0,1.5,0,,,
83582.js,0,1.5,0,,,
83628.js,0,1.5,0,,,
83881.js,0,0.6,0,,,
83992.js,0,1,0,,,
84075.js,0,1,0,,,
84203.js,0,3,0,,,
8424.js,0,3,0,,,
84337.js,0,1,0,,,
84365.js,0,1.5,0,,,
84901.js,0,1.5,0,,,
85373.js,0,3,0,,,
85769.js,0,1,0,,,
85776.js,0,1,0,,,
86047.js,0,0.6,0,,,
86050.js,0,0.6,0,,,
86060.js,0,0.333333333,0,,,
86065.js,0,0.6,0,,,
86235.js,0,0.75,0,,,
86436.js,0,1.5,0,,,
86507.js,0,1.5,0,,,
86715.js,0,1.5,0,,,
86735.js,0,0.75,0,,,
86811.js,0,0.6,0,,,
86832.js,0,0.375,0,,,
86969.js,0,0.5,0,,,
87032.js,0,3,0,,,
87083.js,0,3,0,,,
87103.js,0,3,0,,,
87319.js,0,3,0,,,
87347.js,0,3,0,,,
87349.js,0,3,0,,,
87389.js,0,3,0,,,
87599.js,0,3,0,,,
87741.js,0,1.5,0,,,
87868.js,0,3,0,,,
87950.js,0,1.5,0,,,
88245.js,0,3,0,,,
88281.js,0,1.5,0,,,
88338.js,0,1,0,,,
88368.js,0,0.272727273,0,,,
88502.js,0,3,0,,,
88584.js,0,1.5,0,,,
88669.js,0,1,0,,,
88692.js,0,1,0,,,
89372.js,0,3,0,,,
89559.js,0,3,0,,,
89608.js,0,0.428571429,0,,,
89933.js,0,1.5,0,,,
90997.js,0,1.5,0,,,
91312.js,0,0.375,0,,,
91394.js,0,0.75,0,,,
91446.js,0,1,0,,,
91677.js,0,0.6,0,,,
91734.js,0,0.272727273,0,,,
91748.js,0,0.75,0,,,
92794.js,0,0.75,0,,,
93449.js,0,3,0,,,
94210.js,0,3,0,,,
94309.js,0,0.6,0,,,
94320.js,0,3,0,,,
94449.js,0,0.5,0,,,
94637.js,0,3,0,,,
94705.js,0,3,0,,,
94749.js,0,3,0,,,
94934.js,0,1,0,,,
94937.js,0,0.428571429,0,,,
95059.js,0,1,0,,,
95188.js,0,3,0,,,
95304.js,0,3,0,,,
95349.js,0,3,0,,,
95354.js,0,3,0,,,
95511.js,0,0.176470588,0,,,
95745.js,0,3,0,,,
96010.js,0,0.5,0,,,
96286.js,0,0.6,0,,,
96412.js,0,0.5,0,,,
96460.js,0,0.6,0,,,
96609.js,0,0.1875,0,,,
96866.js,0,3,0,,,
97023.js,0,0.428571429,0,,,
971.js,0,1.5,0,,,
97154.js,0,1.5,0,,,
97160.js,0,1,0,,,
97966.js,0,0.333333333,0,,,
97999.js,0,0.75,0,,,
9814.js,0,3,0,,,
98605.js,0,0.428571429,0,,,
98613.js,0,1.5,0,,,
98893.js,0,0.5,0,,,
98898.js,0,0.375,0,,,
98983.js,0,0.333333333,0,,,
99156.js,0,1,0,,,
99288.js,0,0.428571429,0,,,
99502.js,0,1.5,0,,,
9958.js,0,3,0,,,
99582.js,0,0.75,0,,,
99986.js,0,1.5,0,,,
99988.js,0,1.5,0,,,
