FileName,jsjiami_unweighted,jsjiami_jsdec,jsjiami_illu,jsjiami_sd,jsjiami_safe,jsjiami_recover_unweighted
62461.js,0.75,0.5,0.75,0.0,-1.0,0.75
62479.js,0.65625,0.6875,0.625,0.875,-1.0,0.75
62519.js,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.42857142857142855,1.1428571428571428,0.0
62758.js,0.875,0.8928571428571429,0.875,0.9285714285714286,0.8392857142857143,0.9464285714285714
6279.js,2.0,1.0,2.0,3.0,3.0,0.0
62802.js,0.5,0.5833333333333334,0.0,0.6666666666666666,0.4166666666666667,0.8333333333333334
63048.js,0.6,0.4,0.6,0.2,-1.0,0.8
63225.js,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.0
63230.js,0.75,0.5,1.0,0.0,1.75,0.0
63301.js,2.0,1.0,2.0,3.0,3.0,0.0
634.js,3.0,2.0,3.0,3.0,4.0,0.0
63457.js,0.25,0.375,1.0,0.5,-1.0,0.625
63674.js,0.5579399141630901,0.5622317596566524,1.0,0.9828326180257512,0.4978540772532189,0.5708154506437768
6370.js,2.0,1.0,2.0,3.0,3.0,0.0
63757.js,0.3333333333333333,0.4166666666666667,0.25,0.6666666666666666,0.08333333333333333,0.6666666666666666
64206.js,1.5,1.0,1.5,1.0,2.0,0.0
6422.js,3.0,2.0,3.0,3.0,-1.0,0.0
6476.js,3.0,2.0,3.0,3.0,5.0,0.0
6500.js,1.5,1.0,1.0,1.0,-1.0,1.0
65036.js,0.5454545454545454,0.5757575757575758,0.5454545454545454,0.8787878787878788,-1.0,0.6060606060606061
65052.js,0.2307692307692308,0.3076923076923077,0.15384615384615385,0.6923076923076923,-1.0,0.4615384615384616
65219.js,0.16666666666666666,0.08333333333333333,0.25,0.6666666666666666,-1.0,0.0
65267.js,0.2,0.3,0.2,0.6,-1.0,0.4
65321.js,0.4166666666666667,0.5,0.4166666666666667,0.6666666666666666,0.25,0.5833333333333334
6586.js,2.0,1.0,1.0,3.0,3.0,0.0
66399.js,1.0,0.75,1.0,0.0,1.75,0.25
66877.js,3.0,2.0,3.0,3.0,5.0,0.0
66945.js,3.0,2.0,3.0,3.0,5.0,0.0
67353.js,3.0,2.0,3.0,3.0,5.0,0.0
67724.js,3.0,2.0,3.0,3.0,5.0,0.0
67737.js,0.5,0.0,0.5,1.0,1.0,0.5
67918.js,2.0,1.5,2.0,1.0,3.5,0.0
67961.js,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0
67981.js,2.0,1.5,2.0,1.0,-1.0,0.5
68040.js,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
68706.js,1.0,0.5,1.0,1.0,2.0,0.5
68856.js,2.0,1.5,2.0,1.0,3.5,1.0
69198.js,1.0,0.5,1.0,1.0,2.0,0.5
69216.js,3.0,2.0,3.0,3.0,4.0,0.0
69246.js,2.0,1.0,2.0,3.0,3.0,0.0
69472.js,2.0,1.0,2.0,3.0,3.0,0.0
69578.js,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
69604.js,3.0,2.0,3.0,3.0,5.0,0.0
69705.js,3.0,2.0,3.0,3.0,5.0,0.0
70353.js,3.0,2.0,3.0,3.0,5.0,0.0
70364.js,3.0,2.0,3.0,3.0,5.0,0.0
70748.js,3.0,2.0,3.0,3.0,5.0,0.0
70775.js,3.0,2.0,3.0,3.0,5.0,0.0
71032.js,3.0,2.0,3.0,3.0,5.0,0.0
71077.js,3.0,2.0,3.0,3.0,5.0,0.0
71738.js,0.5,0.0,0.5,1.0,1.0,0.5
71744.js,3.0,2.0,3.0,3.0,5.0,0.0
71750.js,3.0,2.0,3.0,3.0,5.0,0.0
72068.js,1.0,0.5,1.0,1.0,2.0,0.5
72777.js,3.0,2.0,3.0,3.0,5.0,0.0
73300.js,3.0,2.0,3.0,3.0,5.0,0.0
73442.js,1.0,0.5,1.0,1.0,2.0,0.5
7775.js,3.0,2.0,3.0,3.0,5.0,0.0
80041.js,2.0,1.5,2.0,1.0,-1.0,0.0
84075.js,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.333333333333333,0.3333333333333333
84203.js,3.0,2.0,3.0,3.0,5.0,0.0
8424.js,3.0,2.0,3.0,3.0,5.0,0.0
84248.js,0.6938775510204082,0.7142857142857143,1.0,0.9183673469387756,-1.0,0.7551020408163265
85388.js,2.0,1.5,2.0,1.0,3.5,0.5
85769.js,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.333333333333333,0.0
85776.js,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.333333333333333,0.0
86047.js,0.6,0.4,0.8,0.2,1.4,0.0
86050.js,0.2,0.0,0.8,0.2,1.4,0.4
86060.js,0.3333333333333333,0.4444444444444444,1.0,0.5555555555555556,0.7777777777777778,0.6666666666666666
86065.js,0.2,0.0,0.8,0.2,1.4,0.6
86235.js,0.75,0.5,1.0,0.0,1.75,0.0
86436.js,2.0,1.5,2.0,1.0,3.5,0.5
86504.js,2.0,1.5,2.0,1.0,3.5,0.0
86507.js,1.5,1.0,1.5,1.0,2.5,0.5
86715.js,1.5,1.0,1.5,1.0,-1.0,0.0
86735.js,0.5,0.25,1.0,0.0,1.75,0.5
86811.js,0.2,0.0,0.6,0.2,1.2,0.6
86832.js,0.25,0.375,0.5,0.5,0.875,0.75
86969.js,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.3333333333333333,-1.0,0.16666666666666666
87032.js,3.0,2.0,3.0,3.0,5.0,0.0
87083.js,3.0,2.0,3.0,3.0,5.0,0.0
87103.js,3.0,2.0,3.0,3.0,5.0,0.0
87319.js,3.0,2.0,3.0,3.0,5.0,0.0
87347.js,3.0,2.0,3.0,3.0,5.0,0.0
87349.js,3.0,2.0,3.0,3.0,-1.0,0.0
87599.js,3.0,2.0,3.0,3.0,-1.0,0.0
87741.js,2.0,1.5,2.0,1.0,3.5,0.0
87868.js,3.0,2.0,3.0,3.0,5.0,0.0
87950.js,1.0,0.5,1.0,1.0,2.0,0.5
88026.js,2.0,1.0,1.0,3.0,3.0,0.0
88245.js,3.0,2.0,3.0,3.0,5.0,0.0
88281.js,1.0,0.5,1.0,1.0,-1.0,0.5
88338.js,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
88368.js,0.09090909090909093,0.0,1.0,0.6363636363636364,-1.0,0.2727272727272727
88502.js,3.0,2.0,3.0,3.0,5.0,0.0
88562.js,0.0,0.125,0.0,0.5,0.5,0.375
88584.js,1.0,0.5,1.0,1.0,-1.0,0.5
88669.js,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
88889.js,1.0,0.6666666666666666,1.0,0.3333333333333333,3.6666666666666665,0.0
89559.js,3.0,2.0,3.0,3.0,-1.0,0.0
94210.js,3.0,2.0,3.0,3.0,-1.0,0.0
94270.js,2.0,1.0,2.0,3.0,-1.0,0.0
94309.js,0.4,0.6,0.4,0.2,-1.0,0.8
94637.js,3.0,2.0,3.0,3.0,-1.0,0.0
94705.js,3.0,2.0,3.0,3.0,5.0,0.0
94749.js,2.0,1.0,2.0,3.0,-1.0,0.0
95059.js,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
95121.js,2.0,1.0,2.0,3.0,3.0,0.0
95177.js,2.0,1.0,2.0,3.0,3.0,0.0
95188.js,2.0,1.0,2.0,3.0,3.0,0.0
95239.js,2.0,1.0,2.0,3.0,-1.0,0.0
95304.js,2.0,1.0,2.0,3.0,-1.0,0.0
95511.js,0.29411764705882354,0.35294117647058826,0.17647058823529413,0.7647058823529411,0.4117647058823529,0.4705882352941176
95768.js,2.0,1.0,2.0,3.0,3.0,0.0
96286.js,0.2,0.0,0.4,0.2,1.0,0.4
96412.js,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,1.1666666666666667,0.6666666666666666
96609.js,0.75,0.8125,0.75,0.75,0.625,0.9375
96866.js,3.0,2.0,3.0,3.0,5.0,0.0
96992.js,0.75,0.5,1.0,0.0,-1.0,0.25
971.js,1.0,0.5,1.0,1.0,2.0,0.5
98613.js,2.0,1.5,2.0,1.0,3.5,0.0
99502.js,1.0,0.5,1.0,1.0,2.0,0.5
9958.js,2.0,1.0,2.0,3.0,3.0,0.0
99986.js,1.0,0.5,1.0,1.0,2.0,0.5
